"#Table S1. Description of the data included in MATEdb. Phylum, Subphylum, Class, Subclass, Superorder, Order, Family, Genus and Species_or_Subspecies correspond to those taxonomic levels using the information from NCBI Taxonomy and curating it when required. NCBI_Taxonomy_ID stands for NCBI's Taxonomy ID. Code corresponds to a four letter plus one number code used for each dataset. The same four letters are used when a specie comprises more than one dataset and the number is changed. Genome_or_Transcriptome for whether the data corresponds to a genome or a transcriptome, Sequencing_Technology to describe the sequencing technology used to generate te data. Database corresponds to the source of the raw data and Accession_Number refers to the accession number in the aforementioned database. Reference contains the publication where the generation of the data is described. Alternative_repository refers to any other source with additional information for that given dataset. BUSCO_Database refers to the database used to quantify completeness metrics. Trinity_C_plus_F Trinity_C Trinity_S Trinity_D Trinity_F Trinity_M each refer to the complete plus fragmented genes, complete, single copy, duplicated, fragmented an missing genes as determined by BUSCO in the assemblies produced by Trinity. Filtered_C_plus_F Filtered_C Filtered_S Filtered_D Filtered_F Filtered_M refer to the aforementioned parameters after filtering the data using BlobTools. Protein_Number refers to the number of proteins identified by TransDecoder, C_plus_F C S D F M refere to the same parameters previously described as part of BUSCO's output and Eggnog refers the the number of proteins whose annotation was possible using eggNOG-mapper. Fields # contigs (>= 0 bp), # contigs (>= 1000 bp), # contigs (>= 5000 bp), # contigs (>= 10000 bp), # contigs (>= 25000 bp), # contigs (>= 50000 bp), Total length (>= 0 bp), Total length (>= 1000 bp), Total length (>= 5000 bp), Total length (>= 10000 bp), Total length (>= 25000 bp), Total length (>= 50000 bp), # contigs, Largest contig, Total length, GC (%), N50, N75, L50, L75 and # N's per 100 kbp describe the basic statistics calculated using QUAST for all the genomic datasets in the database. The fields # Transcripts and # Longest isoforms are calculated for the transcriptomes in the database."																																																												
																																																												
Phylum	Subphylum	Class	Subclass	Superorder	Order	Family	Genus	Species_or_Subspecies	NCBI_Taxonomy_ID	Code	Genome_or_Transcriptome	Sequencing_Technology	Database	Accession_Number	Reference	Alternative_repository	BUSCO_Database	Trinity_C_plus_F	Trinity_C	Trinity_S	Trinity_D	Trinity_F	Trinity_M	Filtered_C_plus_F	Filtered_C	Filtered_S	Filtered_D	Filtered_F	Filtered_M	Protein_Number	C_plus_F	C	S	D	F	M	Eggnog	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp	# Transcripts	# Longest isoforms
Arthropoda	Hexapoda	Insecta	Pterygota	-	Strepsiptera	Xenidae	Xenos	Xenos vesparum	31928	XVES1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR1784897			arthropoda_odb10	89.4	87.4	32.2	55.2	2	10.6	92.2	88.6	33.5	55.1	3.6	7.8	9131	70.1	66.6	64.9	1.7	3.5	29.9	7641	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	106884	9131
Arthropoda	Hexapoda	Insecta	Pterygota	-	Thysanoptera	Thripidae	Thrips	Thrips palmi	161013	TPAL2	Genome	PacBio Sequel	Uniprot	UP000515158/GCA_012932325.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	14300	97.6	97.5	96.5	1	0.1	2.4	11877	17	17	17	17	16	16	237845416	237845416	237845416	237845416	237830083	237830083	17	22821965	237845416	54.06	14670875	13499923	7	11	291.37	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	Amphiesmenoptera	Lepidoptera	Adelidae	Nemophora	Nemophora degeerella	233164	NDEG1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921621			arthropoda_odb10	93.2	89.5	61.1	28.4	3.7	6.8	96.8	92.7	63	29.7	4.1	3.2	15313	93.7	89.4	87.9	1.5	4.3	6.3	13448	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	81957	15313
Arthropoda	Hexapoda	Insecta	Pterygota	Amphiesmenoptera	Lepidoptera	Bombycidae	Bombyx	Bombyx mori	7091	BMOR1	Genome	Illumina HiSeq 2500; PacBio RS II	NCBI Genome	GCF_014905235.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	13881	95.7	95.5	88.5	7	0.2	4.3	12924	696	696	696	696	154	62	460334017	460334017	460334017	460334017	451659661	448761249	696	21465692	460334017	38.55	16796068	14548897	13	20	98.3	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	Amphiesmenoptera	Lepidoptera	Noctuidae	Spodoptera	Spodoptera frugiperda	7108	SFRU1	Genome	Illumina HiSeq; PacBio 	NCBI Genome	GCF_011064685.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	18811	92.5	92.3	71.3	21	0.2	7.5	17347	91	91	91	91	90	87	486271792	486271792	486271792	486271792	486250180	486148956	91	22364714	486271792	36.43	16346893	13895303	14	22	10.8	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	Amphiesmenoptera	Lepidoptera	Nymphalidae	Danaus	Danaus plexippus plexippus	278856	DPLE1	Genome	Illumina HiSeq	NCBI Genome	GCF_009731565.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	13105	96	95.4	92	3.4	0.6	4	12464	4115	431	137	48	32	30	248676414	246884823	246046387	245454768	245243297	245185305	1753	15616146	247778020	31.61	9209872	7367651	12	20	2748.55	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	Amphiesmenoptera	Lepidoptera	Papilionidae	Parides	Parides eurimedes	299019	PEUR1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921629			arthropoda_odb10	95.4	92.6	58.4	34.2	2.8	4.6	98.6	96	64	32	2.6	1.4	13105	94.6	91.8	90.8	1	2.8	5.4	11995	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	62572	13105
Arthropoda	Hexapoda	Insecta	Pterygota	Amphiesmenoptera	Lepidoptera	Pieridae	Zerene	Zerene cesonia	33412	ZCES1	Genome	Illumina HiSeq	NCBI Genome	GCF_012273895.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	11924	94	93.4	89.1	4.3	0.6	6	11604	275	271	57	47	44	44	266405969	266403158	265990760	265927190	265873735	265873735	275	12428619	266405969	33.49	9214832	6715005	13	22	3420.92	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	Amphiesmenoptera	Trichoptera	Hydroptilidae	Hydroptila	Hydroptila sp. AD-2013	1325438	HYDR1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921606			arthropoda_odb10	95.7	94.2	44.2	50	1.5	4.3	98.6	96.5	43.8	52.7	2.1	1.4	19394	96.5	93.2	76.2	17	3.3	3.5	17160	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	61947	19394
Arthropoda	Hexapoda	Insecta	Pterygota	Dictyoptera	Blattodea	Blaberidae	Blaberus	Blaberus atropos	36942	BATR1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921572			arthropoda_odb10	78.2	65.7	54.2	11.5	12.5	21.8	81.4	67.2	54.6	12.6	14.2	18.6	18487	80.8	66.8	66.1	0.7	14	19.2	13649	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	179509	18487
Arthropoda	Hexapoda	Insecta	Pterygota	Dictyoptera	Blattodea	Blattidae	Periplaneta	Periplaneta americana	6978	PAME3	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR5286153			arthropoda_odb10	94.9	93.2	46.9	46.3	1.7	5.1	98.9	97.1	49.7	47.4	1.8	1.1	22150	93.3	91.5	90.7	0.8	1.8	6.7	16069	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	201965	22150
Arthropoda	Hexapoda	Insecta	Pterygota	Dictyoptera	Blattodea	Ectobiidae	Blattella	Blattella germanica	6973	BGER4	Genome	Illumina	Uniprot	UP000245037/GCA_003018175.1	https://www.nature.com/articles/s41559-017-0459-1		arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	28575	93.8	84.6	83.2	1.4	9.2	6.2	18311	24818	24674	12654	7384	3791	2997	2037297555	2037159969	2005960986	1968162307	1914847220	1887695542	24817	7469083	2037297072	34.5	1056071	487307	576	1276	16045.5	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	Dictyoptera	Blattodea	Kalotermitidae	Cryptotermes	Cryptotermes secundus	105785	CSEC1	Genome	Illumina HiSeq	NCBI Genome	GCF_002891405.2			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	13170	91.5	90.8	84.1	6.7	0.7	8.5	12076	55483	10236	3268	2504	1782	1434	1018932804	998235979	987277209	982051955	970670557	958280161	25876	6593022	1009193192	41.07	1196059	580406	241	543	2058.78	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	Dictyoptera	Blattodea	Rhinotermitidae	Prorhinotermes	Prorhinotermes simplex	1312446	PSIM1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921637			arthropoda_odb10	94.1	88.6	54.7	33.9	5.5	5.9	96.8	90.3	55.4	34.9	6.5	3.2	29367	93.9	86.3	79.4	6.9	7.6	6.1	19074	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	134398	29367
Arthropoda	Hexapoda	Insecta	Pterygota	Dictyoptera	Blattodea	Termopsidae	Zootermopsis	Zootermopsis nevadensis	136037	ZNEV1	Genome	Illumina HiSeq	NCBI Genome	GCF_000696155.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	12381	90.1	89.3	84.5	4.8	0.8	9.9	11260	31662	3109	1519	1378	1116	935	485009472	473237475	470574157	469489037	465291704	458640078	10928	5111804	478511543	38.18	760908	396143	189	406	4336.57	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	Dictyoptera	Mantodea	Mantidae	Titanodula	Titanodula formosana	2898271	HFOR1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR11729950			arthropoda_odb10	96.1	95.2	54.4	40.8	0.9	3.9	99.4	98.2	57.2	41	1.2	0.6	26768	93.3	91.9	90.3	1.6	1.4	6.7	15566	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	495844	26768
Arthropoda	Hexapoda	Insecta	Pterygota	Neuropterida	Megaloptera	Corydalidae	Corydalus	Corydalus cornutus	559164	CCOR1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921584			arthropoda_odb10	92.1	86	59.3	26.7	6.1	7.9	95	88.3	59.4	28.9	6.7	5	12628	90.3	83.5	81.1	2.4	6.8	9.7	11035	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	35628	12628
Arthropoda	Hexapoda	Insecta	Pterygota	Neuropterida	Megaloptera	Corydalidae	Ctenochauliodes	Ctenochauliodes similis	1890692	CSIM1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR4035112			arthropoda_odb10	94.2	93.8	55.1	38.7	0.4	5.8	99.3	98.7	59.5	39.2	0.6	0.7	12801	85.5	84.7	83.8	0.9	0.8	14.5	10748	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	71822	12801
Arthropoda	Hexapoda	Insecta	Pterygota	Neuropterida	Neuroptera	Chrysopidae	Chrysoperla	Chrysoperla nipponensis	413239	CNIP1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR12449797			arthropoda_odb10	94.7	93.1	63.5	29.6	1.6	5.3	98	96.1	66.3	29.8	1.9	2	15021	92.8	90.7	89.7	1	2.1	7.2	12391	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	74078	15021
Arthropoda	Hexapoda	Insecta	Pterygota	Psocodea	Phthiraptera	Menoponidae	Menopon	Menopon gallinae	328185	MGAL1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921619			arthropoda_odb10	94.8	92.2	53.8	38.4	2.6	5.2	97.9	95.2	56	39.2	2.7	2.1	17799	91	86.2	81.3	4.9	4.8	9	15222	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	55811	17799
Arthropoda	Hexapoda	Insecta	Pterygota	Psocodea	Phthiraptera	Pediculidae	Pediculus	Pediculus humanus	121225	PHUM1	Transcriptome	Illumina HiSeq 4000	NCBI SRA	SRR9617639			arthropoda_odb10	96.3	96.1	52.6	43.5	0.2	3.7	99.4	99.2	56.3	42.9	0.2	0.6	11414	89	88.5	87	1.5	0.5	11	9617	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	53969	11414
Arthropoda	Hexapoda	Insecta	Pterygota	Psocodea	Psocoptera	Ectopsocidae	Ectopsocus	Ectopsocus briggsi	322492	EBRI1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR645929			arthropoda_odb10	93.2	85.4	18.3	67.1	7.8	6.8	96.3	87.5	18.4	69.1	8.8	3.7	17984	90.9	81.9	81	0.9	9	9.1	14009	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	127943	17984
Arthropoda	Hexapoda	Insecta	Pterygota	Psocodea	Psocoptera	Liposcelididae	Liposcelis	Liposcelis sp. PH-2016	1924920	LIPO1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR7367245			arthropoda_odb10	95.9	95.3	52	43.3	0.6	4.1	99.1	98.5	53.5	45	0.6	0.9	16081	92.7	92	90.6	1.4	0.7	7.3	12387	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	83127	16081
Arthropoda	Hexapoda	Protura	-	-	-	Acerentomidae	Acerentomon	Acerentomon sp. AD-2013	1323558	ACER1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921562			arthropoda_odb10	91.8	85	38.2	46.8	6.8	8.2	95	86.9	38	48.9	8.1	5	19399	92.4	84	82.7	1.3	8.4	7.6	13060	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	94684	19399
Arthropoda	Myriapoda	Chilopoda	Notostigmophora	-	Scutigeromorpha	Scutigeridae	Scutigera	Scutigera coleoptrata	29022	SCOL3	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR1653237	https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0		arthropoda_odb10	92.1	85.9	65.4	20.5	6.2	7.9	95.8	88.3	63.9	24.4	7.5	4.2	19274	93.9	86.3	84.4	1.9	7.6	6.1	15155	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	97528	19274
Arthropoda	Myriapoda	Chilopoda	Notostigmophora	-	Scutigeromorpha	Scutigeridae	Scutigerina	Scutigerina weberi	241666	SWEB1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR3232067			arthropoda_odb10	87.1	71.1	48.5	22.6	16	12.9	89.1	69.9	48.4	21.5	19.2	10.9	32149	86.3	67.5	66.4	1.1	18.8	13.7	18277	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	300623	32149
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Craterostigmomorpha	Craterostigmidae	Craterostigmus	Craterostigmus tasmanianus	60162	CTAS1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR1157986			arthropoda_odb10	90.3	79	38.4	40.6	11.3	9.7	91.3	79	37	42	12.3	8.7	17389	80.9	68	67.4	0.6	12.9	19.1	13540	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	145669	17389
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Geophilomorpha	Dignathodontidae	Henia	Henia brevis	1816497	HBRE1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR3458639			arthropoda_odb10	95.3	91.5	35.5	56	3.8	4.7	97	91.3	39	52.3	5.7	3	19857	78.4	72.9	72.1	0.8	5.5	21.6	14223	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	153662	19857
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Geophilomorpha	Dignathodontidae	Henia	Henia illyrica	1428161	HILL1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR3485986	https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0		arthropoda_odb10	90.5	83.1	50	33.1	7.4	9.5	95	86.2	50.6	35.6	8.8	5	16858	87.9	78.8	77.4	1.4	9.1	12.1	13832	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	59345	16858
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Geophilomorpha	Geophilidae	Clinopodes	Clinopodes flavidus	511797	CFLA1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR1653181	https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0		arthropoda_odb10	94.2	89.9	55.1	34.8	4.3	5.8	98.1	94.4	59.8	34.6	3.7	1.9	19291	90.1	86.3	84.6	1.7	3.8	9.9	15168	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	81930	19291
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Geophilomorpha	Geophilidae	Stenotaenia	Stenotaenia linearis	1569481	SLIN1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR3233208			arthropoda_odb10	95.1	91.9	38.8	53.1	3.2	4.9	96.8	92.1	42.2	49.9	4.7	3.2	17597	82.4	77.8	76.5	1.3	4.6	17.6	13451	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	162687	17597
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Geophilomorpha	Himantariidae	Himantarium	Himantarium gabrielis	241672	HGAB1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR1653198	https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0		arthropoda_odb10	94.9	92.7	41.2	51.5	2.2	5.1	97.9	95.1	45.5	49.6	2.8	2.1	14522	82.3	79.6	77.2	2.4	2.7	17.7	11906	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	52477	14522
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Geophilomorpha	Linotaeniidae	Strigamia	Strigamia acuminata	1255758	SACU1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR3485997	https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0		arthropoda_odb10	89.6	77.5	54.9	22.6	12.1	10.4	92.5	78.8	54.6	24.2	13.7	7.5	15579	87.2	73	70.8	2.2	14.2	12.8	13418	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	42364	15579
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Geophilomorpha	Mecistocephalidae	Mecistocephalus	Mecistocephalus guildingii	126915	MGUI1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR3233206			arthropoda_odb10	92.7	87.8	43.2	44.6	4.9	7.3	95.7	88.9	46.3	42.6	6.8	4.3	20120	86.3	80	78.7	1.3	6.3	13.7	14811	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	148927	20120
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Geophilomorpha	Mecistocephalidae	Tygarrup	Tygarrup javanicus	863634	TJAV1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR3233201			arthropoda_odb10	87.3	73	41.9	31.1	14.3	12.7	89.7	74.2	44.7	29.5	15.5	10.3	18784	82.3	66.5	65.3	1.2	15.8	17.7	14978	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	84778	18784
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Geophilomorpha	Oryidae	Notiphilides	Notiphilides grandis	1816494	NGRA1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR3458605			arthropoda_odb10	94.2	88.1	27.8	60.3	6.1	5.8	96.2	86.6	30.2	56.4	9.6	3.8	18369	82.9	74	73.1	0.9	8.9	17.1	13530	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	157343	18369
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Geophilomorpha	Schendylidae	Hydroschendyla	Hydroschendyla submarina	1428152	HSUB1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR3233203			arthropoda_odb10	92.5	85.7	42.3	43.4	6.8	7.5	95.2	87.1	47.1	40	8.1	4.8	18706	81.4	72.9	72.1	0.8	8.5	18.6	14244	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	105666	18706
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Geophilomorpha	Schendylidae	Schendyla	Schendyla carniolensis	1820143	SCAR1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR3485996	https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0		arthropoda_odb10	87.5	76.7	36.8	39.9	10.8	12.5	89.9	77.5	33.4	44.1	12.4	10.1	18228	83.7	71.2	68.5	2.7	12.5	16.3	13854	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	81316	18228
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Lithobiomorpha	Henicopidae	Anopsobius	Anopsobius giribeti	269517	AGIR1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR3232683			arthropoda_odb10	96	93.4	50	43.4	2.6	4	97.7	94.7	51.4	43.3	3	2.3	17744	88	84.5	84.2	0.3	3.5	12	13308	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	113816	17744
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Lithobiomorpha	Henicopidae	Paralamyctes	Paralamyctes validus	126942	PVAL1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR3232621			arthropoda_odb10	83.2	60.7	35.6	25.1	22.5	16.8	83	58	34.4	23.6	25	17	17244	78.2	53.9	53	0.9	24.3	21.8	13008	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	125756	17244
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Scolopendromorpha	Cryptopidae	Cryptops	Cryptops anomalans	1418174	CANO1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR3485978	https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0		arthropoda_odb10	89.8	79.8	45.9	33.9	10	10.2	92.2	80.6	43.9	36.7	11.6	7.8	17684	83.1	71.6	69.1	2.5	11.5	16.9	12980	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	69726	17684
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Scolopendromorpha	Cryptopidae	Cryptops	Cryptops hortensis	1268897	CHOR1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR1153457			arthropoda_odb10	93.6	88.5	52.8	35.7	5.1	6.4	96.3	89.9	45.4	44.5	6.4	3.7	20382	92.6	85.9	84.1	1.8	6.7	7.4	15331	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	106538	20382
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Scolopendromorpha	Cryptopidae	Scolopocryptops	Scolopocryptops rubiginosus	987050	SRUB1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR1653236	https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0		arthropoda_odb10	90	81.1	54.7	26.4	8.9	10	94.3	81.9	54.9	27	12.4	5.7	18694	89	76.6	75.4	1.2	12.4	11	13655	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	64149	18694
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Scolopendromorpha	Cryptopidae	Scolopocryptops	Scolopocryptops sexspinosus	118499	SSEX1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR3233108			arthropoda_odb10	86.7	70.8	35.4	35.4	15.9	13.3	87.4	68.2	35.4	32.8	19.2	12.6	20551	79.2	60.3	59.8	0.5	18.9	20.8	14256	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	197423	20551
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Scolopendromorpha	Cryptopidae	Theatops	Theatops spinicaudus	1816096	TSPI1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR3458602			arthropoda_odb10	90.2	77.9	27.6	50.3	12.3	9.8	90.8	74.2	28.1	46.1	16.6	9.2	18390	74.4	59.1	58.4	0.7	15.3	25.6	13257	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	241749	18390
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Scolopendromorpha	Scolopendridae	Alipes	Alipes grandidieri	1257097	AGRA1	Transcriptome	Illumina GAII	NCBI SRA	SRR619311			arthropoda_odb10	91.8	83.4	49.9	33.5	8.4	8.2	94.4	83.2	47	36.2	11.2	5.6	22871	89.7	78.5	77.9	0.6	11.2	10.3	15972	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	159054	22871
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Scolopendromorpha	Scolopendridae	Rhysida	Rhysida longipes	984702	RLON1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR3233167			arthropoda_odb10	87	72	40.1	31.9	15	13	88.5	71.3	40.2	31.1	17.2	11.5	19909	80.5	64.1	63.5	0.6	16.4	19.5	14701	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	231497	19909
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Scolopendromorpha	Scolopendridae	Scolopendra	Scolopendra cingulata	41365	SCIN1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR1653235	https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0		arthropoda_odb10	90.5	80.4	61.6	18.8	10.1	9.5	94.1	82.8	61.9	20.9	11.3	5.9	17593	90.7	79.3	78.5	0.8	11.4	9.3	14253	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	48637	17593
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Scolopendromorpha	Scolopendridae	Scolopendropsis	Scolopendropsis bahiensis	1816098	SBAH1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR3458603			arthropoda_odb10	86.9	70.5	41.2	29.3	16.4	13.1	88.8	70.1	42.3	27.8	18.7	11.2	20587	83.8	65	63.3	1.7	18.8	16.2	15100	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	227764	20587
Arthropoda	Myriapoda	Chilopoda	Pleurostigmophora	-	Scolopendromorpha	Scolopocryptopidae	Newportia	Newportia adisi	1418190	NADI1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR3233034			arthropoda_odb10	92.4	83.8	36.6	47.2	8.6	7.6	94.7	83.5	38.4	45.1	11.2	5.3	19794	83.1	71.6	70.6	1	11.5	16.9	13847	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	168056	19794
